arm,seed,split_id,candidate_id,reason,validation_score,locked_score_if_computed,why_not_selected
Unconstrained Portfolio Harness Search,3,2,Unconstrained Portfolio Harness Search-3-34,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,9,2,Unconstrained Portfolio Harness Search-9-98,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,2,0,Unconstrained Portfolio Harness Search-2-96,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,1,0,Unconstrained Portfolio Harness Search-1-44,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,2,6,Unconstrained Portfolio Harness Search-2-67,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,4,4,Unconstrained Portfolio Harness Search-4-42,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,2,0,Unconstrained Portfolio Harness Search-2-97,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,3,4,Unconstrained Portfolio Harness Search-3-70,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,9,2,Unconstrained Portfolio Harness Search-9-87,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,5,4,Unconstrained Portfolio Harness Search-5-43,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,3,4,Unconstrained Portfolio Harness Search-3-63,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,1,0,Unconstrained Portfolio Harness Search-1-31,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,2,6,Unconstrained Portfolio Harness Search-2-79,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,4,4,Unconstrained Portfolio Harness Search-4-50,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,9,2,Unconstrained Portfolio Harness Search-9-75,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,7,2,Unconstrained Portfolio Harness Search-7-31,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,2,6,Unconstrained Portfolio Harness Search-2-90,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,8,3,Unconstrained Portfolio Harness Search-8-36,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,9,2,Unconstrained Portfolio Harness Search-9-64,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,1,0,Unconstrained Portfolio Harness Search-1-46,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,6,3,Unconstrained Portfolio Harness Search-6-72,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,1,1,Unconstrained Portfolio Harness Search-1-57,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,1,0,Unconstrained Portfolio Harness Search-1-57,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,2,6,Unconstrained Portfolio Harness Search-2-13,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,4,3,Unconstrained Portfolio Harness Search-4-91,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,8,2,Unconstrained Portfolio Harness Search-8-90,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,4,3,Unconstrained Portfolio Harness Search-4-97,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,2,0,Unconstrained Portfolio Harness Search-2-79,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,2,6,Unconstrained Portfolio Harness Search-2-20,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,2,6,Unconstrained Portfolio Harness Search-2-22,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,9,3,Unconstrained Portfolio Harness Search-9-41,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,4,4,Unconstrained Portfolio Harness Search-4-11,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,7,3,Unconstrained Portfolio Harness Search-7-31,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,1,0,Unconstrained Portfolio Harness Search-1-82,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,1,0,Unconstrained Portfolio Harness Search-1-80,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,2,0,Unconstrained Portfolio Harness Search-2-90,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,4,4,Unconstrained Portfolio Harness Search-4-32,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,1,0,Unconstrained Portfolio Harness Search-1-65,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,9,3,Unconstrained Portfolio Harness Search-9-9,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,7,4,Unconstrained Portfolio Harness Search-7-63,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,2,6,Unconstrained Portfolio Harness Search-2-96,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,2,6,Unconstrained Portfolio Harness Search-2-97,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,7,4,Unconstrained Portfolio Harness Search-7-45,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,2,2,Unconstrained Portfolio Harness Search-2-22,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,3,4,Unconstrained Portfolio Harness Search-3-16,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,2,2,Unconstrained Portfolio Harness Search-2-13,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,8,3,Unconstrained Portfolio Harness Search-8-70,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,6,6,Unconstrained Portfolio Harness Search-6-21,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,0,3,Unconstrained Portfolio Harness Search-0-35,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,7,4,Unconstrained Portfolio Harness Search-7-31,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,8,3,Unconstrained Portfolio Harness Search-8-78,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,5,3,Unconstrained Portfolio Harness Search-5-43,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,1,4,Unconstrained Portfolio Harness Search-1-31,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,4,4,Unconstrained Portfolio Harness Search-4-77,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,8,3,Unconstrained Portfolio Harness Search-8-90,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,6,4,Unconstrained Portfolio Harness Search-6-0,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,4,4,Unconstrained Portfolio Harness Search-4-91,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,3,0,Unconstrained Portfolio Harness Search-3-16,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,4,4,Unconstrained Portfolio Harness Search-4-97,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,0,3,Unconstrained Portfolio Harness Search-0-60,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,1,4,Unconstrained Portfolio Harness Search-1-44,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,7,2,Unconstrained Portfolio Harness Search-7-45,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,8,3,Unconstrained Portfolio Harness Search-8-57,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,5,3,Unconstrained Portfolio Harness Search-5-97,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,2,2,Unconstrained Portfolio Harness Search-2-20,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,3,4,Unconstrained Portfolio Harness Search-3-41,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,6,6,Unconstrained Portfolio Harness Search-6-30,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,5,4,Unconstrained Portfolio Harness Search-5-27,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,3,4,Unconstrained Portfolio Harness Search-3-34,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,8,3,Unconstrained Portfolio Harness Search-8-44,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,5,4,Unconstrained Portfolio Harness Search-5-23,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,3,4,Unconstrained Portfolio Harness Search-3-28,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,3,4,Unconstrained Portfolio Harness Search-3-27,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,5,4,Unconstrained Portfolio Harness Search-5-3,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,5,4,Unconstrained Portfolio Harness Search-5-17,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,4,4,Unconstrained Portfolio Harness Search-4-64,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,5,4,Unconstrained Portfolio Harness Search-5-10,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,6,6,Unconstrained Portfolio Harness Search-6-29,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,5,4,Unconstrained Portfolio Harness Search-5-6,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,5,4,Unconstrained Portfolio Harness Search-5-4,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,9,2,Unconstrained Portfolio Harness Search-9-41,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,7,4,Unconstrained Portfolio Harness Search-7-77,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,6,3,Unconstrained Portfolio Harness Search-6-61,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,0,2,Unconstrained Portfolio Harness Search-0-85,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,2,5,Unconstrained Portfolio Harness Search-2-96,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,6,3,Unconstrained Portfolio Harness Search-6-30,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,8,1,Unconstrained Portfolio Harness Search-8-90,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,5,6,Unconstrained Portfolio Harness Search-5-6,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,5,6,Unconstrained Portfolio Harness Search-5-4,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,5,6,Unconstrained Portfolio Harness Search-5-3,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,9,4,Unconstrained Portfolio Harness Search-9-9,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,2,5,Unconstrained Portfolio Harness Search-2-67,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,3,5,Unconstrained Portfolio Harness Search-3-41,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,6,6,Unconstrained Portfolio Harness Search-6-72,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,7,1,Unconstrained Portfolio Harness Search-7-77,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,5,5,Unconstrained Portfolio Harness Search-5-97,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,9,3,Unconstrained Portfolio Harness Search-9-98,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,3,5,Unconstrained Portfolio Harness Search-3-34,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,2,5,Unconstrained Portfolio Harness Search-2-79,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,6.5,,FAILED_HARD_GATE
